SEXO,DT_NASCIMENTO,NACIONALIDADE_ITEM,NACIONALIDADE,CIDADE_NATURAL,ESTADO_CIVIL,CRA,BAIRRO,CIDADE,ESTADO,FORMA_INGRESSO,FORMA_EVASAO,NUM_VERSAO,PERIODO_INGRESSO,DT_EVASAO,PERIODO_EVASAO,PERIODO_EVASAO_FORMATADO,ANO_PERIODO_EVASAO,PERIODO_INGRESSO_FORMATADO,ANO_PERIODO_INGRESSO,ZONA,IDADE_INGRESSO,IDADE_EVASAO,FORMA_INGRESSO_SIMPLES,FORMA_EVASAO_DETALHADA,STATUS_EVASAO,CRA_ARREDONDADO,TEMPO_CURSO,DISTANCIA_URCA
M,1989-09-10,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.4972,da luz,rio de janeiro,Rio de Janeiro,VE - Vestibular,CAN - Cancelamento Geral do curso,2008/1,2.0,2014-04-24,1.0,2014.1,2014.0,2008.2,2008.0,Outros,18.0,24.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,3.5,5.5,37.88
M,1990-09-10,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.3389,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2013-10-10,2.0,2013.2,2013.0,2009.1,2009.0,Zona Norte,18.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,4.5,7.39
M,1995-09-10,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.8659,tijuca,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,ABA - Abandono do curso,2008/1,2.0,2018-05-14,1.0,2018.1,2018.0,2014.2,2014.0,Zona Norte,18.0,22.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,2.0,3.5,7.39
M,1988-10-10,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.0153,vila isabel,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2014-02-19,1.0,2014.1,2014.0,2009.2,2009.0,Zona Norte,20.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,4.5,9.45
M,2001-10-10,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.4392,tijuca,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,2.0,,,,,2022.2,2022.0,Zona Norte,20.0,,Cotas,Sem evasão,Cursando,6.5,,7.39
M,1989-11-10,1,Brasileira,RIO DE JANEIRO,Solteiro(a),2.9538,campo grande,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2011-07-15,1.0,2011.1,2011.0,2008.1,2008.0,Zona Oeste,18.0,21.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,3.0,3.0,40.52
M,1984-12-10,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.1739,iraja,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2017-08-30,2.0,2017.2,2017.0,2011.1,2011.0,Zona Norte,26.0,32.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.0,6.5,20.68
M,1996-12-10,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.8865,freguesia,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2023-12-16,2.0,2023.2,2023.0,2017.1,2017.0,Zona Oeste,20.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,6.49,17.93
M,1988-01-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.3632,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2015-03-17,1.0,2015.1,2015.0,2006.1,2006.0,Zona Norte,17.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.5,9.0,7.39
M,1992-01-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),2.1434,jardim sulacap,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,2.0,2014-05-29,1.0,2014.1,2014.0,2010.2,2010.0,Zona Oeste,18.0,21.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,2.0,3.5,23.97
F,2001-01-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.627,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2019.1,2019.0,Zona Sul,17.0,,Ampla Concorrencia,Sem evasão,Cursando,8.5,,2.59
M,1954-02-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.2062,piquet,marica,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,1.0,2016-07-18,2.0,2016.2,2016.0,2010.1,2010.0,Região dos Lagos,55.0,62.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,3.0,6.5,
M,1987-03-11,1,Brasileira,RIO DE JANEIRO,Casado(a),4.9899,laranjeiras,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2020-10-02,2.0,2019.2,2019.0,2011.1,2011.0,Zona Sul,23.0,32.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.0,8.5,2.99
M,1988-03-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.5164,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2013-10-10,2.0,2013.2,2013.0,2007.1,2007.0,Zona Norte,18.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,6.5,7.39
M,1989-03-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.0586,botafogo,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2011-09-29,2.0,2011.2,2011.0,2007.2,2007.0,Zona Sul,18.0,22.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,1.0,4.0,1.37
M,1996-03-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.1558,botafogo,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,ABA - Abandono do curso,2008/1,2.0,2018-10-18,2.0,2018.2,2018.0,2015.2,2015.0,Zona Sul,19.0,22.0,Cotas,ABA - Abandono do curso,Evasão,5.0,3.0,1.37
F,2000-03-11,1,Brasileira,CANTAGALO,Solteiro(a),8.0971,centro,cantagalo,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2021.1,2021.0,Centro,20.0,,Ampla Concorrencia,Sem evasão,Cursando,8.0,,23.57
M,1993-04-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,todos os santos,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,2.0,2012-05-15,1.0,2012.1,2012.0,2011.2,2011.0,Zona Norte,18.0,18.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,0.5,13.7
M,1982-05-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.625,taquara,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2011-09-29,2.0,2011.2,2011.0,2009.2,2009.0,Zona Oeste,27.0,29.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.5,2.0,22.51
M,1991-06-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.273,cachambi,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2014-02-19,1.0,2014.1,2014.0,2009.1,2009.0,Zona Norte,17.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,5.0,13.03
M,2003-06-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.1436,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,TIC - Transferência Interna,2008/1,1.0,2023-03-13,1.0,2023.1,2023.0,2021.1,2021.0,Zona Sul,17.0,19.0,Ampla Concorrencia,TIC - Transferência Interna,Evasão,7.0,2.0,2.59
M,2003-06-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2023.2,2023.0,Zona Oeste,20.0,,Ampla Concorrencia,Sem evasão,Cursando,0.0,,31.12
M,1995-07-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.7986,vila da penha,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2008/1,1.0,,,,,2015.1,2015.0,Zona Norte,19.0,,Cotas,Sem evasão,Cursando,6.0,,19.04
M,1997-07-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.5222,laranjeiras,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,1.0,2016-02-04,1.0,2016.1,2016.0,2015.1,2015.0,Zona Sul,17.0,18.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,6.5,1.0,2.99
M,2003-07-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.85,itanhanga,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2021.2,2021.0,Zona Oeste,17.0,,Ampla Concorrencia,Sem evasão,Cursando,9.0,,14.51
M,1993-08-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.9771,centenario,duque de caxias,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,2.0,2019-10-21,2.0,2019.2,2019.0,2012.2,2012.0,Baixada Fluminense,18.0,25.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,5.0,7.0,24.93
M,1992-09-11,1,Brasileira,BRASILIA,Solteiro(a),0.0,jardim botanico,brasilia,Rio de Janeiro,SISU Ampla Concorrencia,JUB - Jubilamento,2008/1,1.0,2017-06-12,1.0,2017.1,2017.0,2016.1,2016.0,Zona Sul,23.0,24.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.0,1.0,5.78
M,1988-10-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.3575,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,CAN - Cancelamento Geral do curso,2008/1,2.0,2015-10-22,2.0,2015.2,2015.0,2008.2,2008.0,Zona Norte,19.0,26.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,4.5,7.0,7.39
M,2000-10-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.8072,bonsucesso,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2008/1,2.0,,,,,2020.2,2020.0,Zona Norte,19.0,,Cotas,Sem evasão,Cursando,7.0,,13.11
M,2003-10-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.8886,grajaú,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,2.0,,,,,2023.2,2023.0,Zona Norte,19.0,,Cotas,Sem evasão,Cursando,9.0,,10.5
F,1982-11-11,1,Brasileira,VOLTA REDONDA,Solteiro(a),6.3788,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2018-09-17,1.0,2018.1,2018.0,2010.1,2010.0,Zona Oeste,27.0,35.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.5,8.0,31.12
M,1988-11-11,1,Brasileira,SÃO PAULO,Solteiro(a),2.7664,copacabana,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2012-05-29,1.0,2012.1,2012.0,2007.2,2007.0,Zona Sul,18.0,23.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,3.0,4.5,2.59
M,2003-11-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.7978,jacaré,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2023/2,1.0,,,,,2023.1,2023.0,Zona Norte,19.0,,Cotas,Sem evasão,Cursando,7.0,,11.37
F,1995-12-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0166,pavuna,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2022-03-22,1.0,2021.1,2021.0,2014.1,2014.0,Zona Norte,18.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,0.0,7.0,25.14
F,2002-12-11,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.6685,vila isabel,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2021.1,2021.0,Zona Norte,18.0,,Ampla Concorrencia,Sem evasão,Cursando,7.5,,9.45
F,1993-01-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.8039,santa teresa,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2018-09-17,1.0,2018.1,2018.0,2013.1,2013.0,Centro,19.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,5.0,4.05
M,2001-01-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.8393,vicente de carvalho,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,ABA - Abandono do curso,2008/1,2.0,2023-07-21,1.0,2023.1,2023.0,2020.2,2020.0,Zona Norte,19.0,21.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,5.0,2.5,18.58
M,1967-02-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.23,botafogo,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2008/1,2.0,,,,,2021.2,2021.0,Zona Sul,54.0,,Cotas,Sem evasão,Cursando,0.0,,1.37
M,2005-02-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.159,jardim carioca,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",CAN - Cancelamento Geral do curso,2008/1,1.0,2023-08-08,2.0,2023.2,2023.0,2023.1,2023.0,Zona Norte,17.0,18.0,Cotas,CAN - Cancelamento Geral do curso,Evasão,5.0,0.5,16.68
M,1983-03-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.2852,santa cruz,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2011-02-21,1.0,2011.1,2011.0,2005.2,2005.0,Zona Oeste,22.0,27.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,5.5,53.03
M,1987-03-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.1927,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2015-05-19,1.0,2015.1,2015.0,2007.1,2007.0,Zona Norte,19.0,27.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.0,8.0,7.39
M,1991-03-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.6737,engenho novo,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2015-03-17,1.0,2015.1,2015.0,2009.1,2009.0,Zona Norte,17.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.5,6.0,11.39
M,2001-03-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.9857,penha circular,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",CAN - Cancelamento Geral do curso,2008/1,2.0,2022-05-06,1.0,2022.1,2022.0,2019.2,2019.0,Zona Norte,18.0,20.0,Cotas,CAN - Cancelamento Geral do curso,Evasão,5.0,2.51,17.98
M,1990-04-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.2024,botafogo,rio de janeiro,Rio de Janeiro,VE - Vestibular,CAN - Cancelamento Geral do curso,2008/1,2.0,2011-03-21,1.0,2011.1,2011.0,2008.2,2008.0,Zona Sul,18.0,20.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,4.0,2.5,1.37
F,1996-04-12,1,Brasileira,RIO DE JANEIRO,Casado(a),7.9872,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,CON - Curso concluído,2008/1,1.0,2020-10-02,2.0,2019.2,2019.0,2015.1,2015.0,Zona Oeste,18.0,23.0,Cotas,CON - Curso concluído,Concluído,8.0,4.5,31.12
M,1996-05-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.4444,inhoaiba,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2023/2,1.0,,,,,2019.1,2019.0,Zona Oeste,22.0,,Cotas,Sem evasão,Cursando,4.5,,43.86
M,1954-06-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.7028,laranjeiras,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2008/1,2.0,,,,,2018.2,2018.0,Zona Sul,64.0,,Cotas,Sem evasão,Cursando,8.5,,2.99
F,1991-06-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.3454,jardim guanabara,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2012-05-15,1.0,2012.1,2012.0,2009.2,2009.0,Zona Norte,18.0,20.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,6.5,2.5,16.0
M,2002-06-12,1,Brasileira,MANAUS,Solteiro(a),3.3079,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2020.2,2020.0,Zona Oeste,18.0,,Ampla Concorrencia,Sem evasão,Cursando,3.5,,31.12
F,2002-06-12,1,Brasileira,BRASILIA,Solteiro(a),6.5947,urca,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,2.0,,,,,2020.2,2020.0,Zona Sul,18.0,,Cotas,Sem evasão,Cursando,6.5,,0.0
M,2003-06-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.8782,centro,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2023/2,2.0,,,,,2023.2,2023.0,Centro,20.0,,Cotas,Sem evasão,Cursando,8.0,,23.57
F,2005-06-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.2518,botafogo,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,1.0,,,,,2023.1,2023.0,Zona Sul,17.0,,Cotas,Sem evasão,Cursando,8.5,,1.37
M,1989-07-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.7235,meier,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,1.0,2016-06-24,1.0,2016.1,2016.0,2010.1,2010.0,Zona Norte,20.0,26.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,4.5,6.0,12.84
F,1995-07-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0533,sao francisco xavier,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,CAN - Cancelamento Geral do curso,2008/1,2.0,2015-10-22,2.0,2015.2,2015.0,2014.2,2014.0,Zona Norte,18.0,19.0,Cotas,CAN - Cancelamento Geral do curso,Evasão,0.0,1.0,9.52
M,1996-07-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.8737,cachambi,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2018.2,2018.0,Zona Norte,21.0,,Ampla Concorrencia,Sem evasão,Cursando,9.0,,13.03
M,2001-07-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.7393,laranjeiras,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2023/2,1.0,,,,,2021.1,2021.0,Zona Sul,19.0,,Cotas,Sem evasão,Cursando,6.5,,2.99
M,1988-08-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2009-04-16,1.0,2009.1,2009.0,2008.2,2008.0,Zona Norte,19.0,20.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,0.5,7.39
M,1992-08-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.0165,madureira,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2015-10-27,2.0,2015.2,2015.0,2011.1,2011.0,Zona Norte,18.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,9.0,4.5,19.61
M,1984-09-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.4024,jacarepagua,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2017-04-19,1.0,2017.1,2017.0,2005.2,2005.0,Zona Oeste,20.0,32.0,Ampla Concorrencia,CON - Curso concluído,Concluído,4.5,11.5,20.9
M,1990-09-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.6079,copacabana,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2015-03-17,1.0,2015.1,2015.0,2009.1,2009.0,Zona Sul,18.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.5,6.0,2.59
M,1988-10-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.3954,grajaú,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2011-09-29,2.0,2011.2,2011.0,2008.1,2008.0,Zona Norte,19.0,22.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,4.5,3.5,10.5
M,1987-11-12,1,Brasileira,NITERÓI,Solteiro(a),4.6571,icarai,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2014-03-10,1.0,2014.1,2014.0,2006.1,2006.0,Niterói/São Gonçalo,18.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,4.5,8.0,8.44
M,1991-11-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,barra da tijuca,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,1.0,2013-08-23,1.0,2013.1,2013.0,2012.1,2012.0,Zona Oeste,20.0,21.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.0,1.0,20.93
F,1996-11-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.1818,tijuca,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2008/1,2.0,,,,,2022.2,2022.0,Zona Norte,25.0,,Cotas,Sem evasão,Cursando,0.0,,7.39
M,2001-11-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.1179,campo grande,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,CAN - Cancelamento Geral do curso,2008/1,2.0,2024-03-04,1.0,2024.1,2024.0,2020.2,2020.0,Zona Oeste,18.0,22.0,Cotas,CAN - Cancelamento Geral do curso,Evasão,8.0,3.5,40.52
M,1981-12-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.9687,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2022-06-24,2.0,2021.2,2021.0,2010.2,2010.0,Zona Oeste,28.0,39.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.0,11.0,31.12
M,1989-12-12,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.625,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2011-06-29,1.0,2011.1,2011.0,2009.1,2009.0,Zona Norte,19.0,21.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,1.5,2.0,7.39
M,1994-01-13,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.4885,vila itamarati,duque de caxias,Rio de Janeiro,SISU Ampla Concorrencia,ABA - Abandono do curso,2008/1,1.0,2019-05-20,1.0,2019.1,2019.0,2014.1,2014.0,Baixada Fluminense,19.0,24.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,6.5,5.0,18.45
M,1990-02-13,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.6818,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2016-08-29,2.0,2016.2,2016.0,2009.1,2009.0,Zona Norte,18.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.5,7.5,7.39
M,1999-02-13,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.4151,botafogo,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2018.2,2018.0,Zona Sul,19.0,,Ampla Concorrencia,Sem evasão,Cursando,5.5,,1.37
M,1986-03-13,1,Brasileira,VILA VELHA,Solteiro(a),2.5681,ibes,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,2.0,2014-05-29,1.0,2014.1,2014.0,2011.2,2011.0,Outros,25.0,27.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,2.5,2.51,
M,1991-03-13,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.4119,bento ribeiro,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,CON - Curso concluído,2008/1,2.0,2021-03-16,1.0,2020.1,2020.0,2015.2,2015.0,Zona Norte,24.0,28.0,Cotas,CON - Curso concluído,Concluído,8.5,4.5,22.03
F,1992-03-13,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,humaitá,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,1.0,2011-07-15,1.0,2011.1,2011.0,2010.1,2010.0,Zona Sul,17.0,18.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,1.0,3.33
M,1979-04-13,1,Brasileira,SÃO PAULO,Solteiro(a),0.0,todos os santos,rio de janeiro,Rio de Janeiro,EN - ENEM,CAN - Cancelamento Geral do curso,2008/1,2.0,2012-02-24,1.0,2012.1,2012.0,2011.2,2011.0,Zona Norte,32.0,32.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,0.0,0.5,13.7
M,1990-04-13,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.52,laranjeiras,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2020.2,2020.0,Zona Sul,30.0,,Ampla Concorrencia,Sem evasão,Cursando,9.5,,2.99
M,1993-04-13,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.6591,tijuca,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2016-08-29,2.0,2016.2,2016.0,2012.1,2012.0,Zona Norte,18.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,4.5,7.39
M,1977-05-13,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.5029,fatima,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2014-02-26,1.0,2014.1,2014.0,2009.1,2009.0,Outros,31.0,36.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,5.0,105.11
M,1991-05-13,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.1704,centro,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2014-08-06,2.0,2014.2,2014.0,2010.1,2010.0,Centro,18.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,4.5,23.57
