SEXO,DT_NASCIMENTO,NACIONALIDADE_ITEM,NACIONALIDADE,CIDADE_NATURAL,ESTADO_CIVIL,CRA,BAIRRO,CIDADE,ESTADO,FORMA_INGRESSO,FORMA_EVASAO,NUM_VERSAO,PERIODO_INGRESSO,DT_EVASAO,PERIODO_EVASAO,PERIODO_EVASAO_FORMATADO,ANO_PERIODO_EVASAO,PERIODO_INGRESSO_FORMATADO,ANO_PERIODO_INGRESSO,ZONA,IDADE_INGRESSO,IDADE_EVASAO,FORMA_INGRESSO_SIMPLES,FORMA_EVASAO_DETALHADA,STATUS_EVASAO,CRA_ARREDONDADO,TEMPO_CURSO,DISTANCIA_URCA
M,1994-04-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.9567,centro,duque de caxias,Rio de Janeiro,SISU Ampla Concorrencia,ABA - Abandono do curso,2008/1,2.0,2019-10-21,2.0,2019.2,2019.0,2015.2,2015.0,Centro,21.0,25.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,8.0,4.0,23.57
M,1984-05-25,1,Brasileira,CONTAGEM,Solteiro(a),8.4802,botafogo,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,CON - Curso concluído,2008/1,1.0,2019-04-11,2.0,2018.2,2018.0,2014.1,2014.0,Zona Sul,29.0,34.0,Cotas,CON - Curso concluído,Concluído,8.5,4.5,1.37
M,1990-05-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.1556,cachambi,rio de janeiro,Rio de Janeiro,VE - Vestibular,CAN - Cancelamento Geral do curso,2008/1,2.0,2017-08-29,2.0,2017.2,2017.0,2009.2,2009.0,Zona Norte,19.0,27.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,3.0,8.0,13.03
M,1992-05-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.5124,lins,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2015-10-27,2.0,2015.2,2015.0,2010.1,2010.0,Outros,17.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,5.49,12.73
F,1999-05-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.9846,praça seca,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2008/1,2.0,,,,,2018.2,2018.0,Zona Oeste,19.0,,Cotas,Sem evasão,Cursando,8.0,,19.91
M,1991-06-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.98,brás de pina,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,1.0,2014-12-29,2.0,2014.2,2014.0,2011.1,2011.0,Zona Norte,19.0,23.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,5.0,3.5,18.98
M,2003-06-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.4744,pechincha,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2021.1,2021.0,Zona Oeste,17.0,,Ampla Concorrencia,Sem evasão,Cursando,4.5,,19.22
F,1993-07-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.4934,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2022-03-22,1.0,2021.1,2021.0,2016.1,2016.0,Zona Sul,22.0,27.0,Ampla Concorrencia,CON - Curso concluído,Concluído,9.5,5.0,2.59
M,2003-07-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.7003,guaratiba,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2022.2,2022.0,Zona Oeste,18.0,,Ampla Concorrencia,Sem evasão,Cursando,7.5,,42.95
M,1984-08-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.5,riachuelo,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2011-09-29,2.0,2011.2,2011.0,2005.2,2005.0,Zona Norte,20.0,26.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,1.5,6.0,10.6
M,2000-08-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.1878,todos os santos,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,ABA - Abandono do curso,2008/1,2.0,2023-11-21,2.0,2023.2,2023.0,2019.2,2019.0,Zona Norte,18.0,22.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,5.0,4.0,13.7
M,2004-08-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.13,tijuca,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2023.1,2023.0,Zona Norte,18.0,,Ampla Concorrencia,Sem evasão,Cursando,8.0,,7.39
M,1990-09-25,1,Brasileira,ANGRA DOS REIS,Solteiro(a),0.0,praia brava,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2010-12-27,2.0,2010.2,2010.0,2009.2,2009.0,Outros,18.0,19.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,1.0,134.92
M,1993-09-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.7584,gamboa,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2008/1,1.0,,,,,2019.1,2019.0,Centro,25.0,,Cotas,Sem evasão,Cursando,2.0,,6.74
F,1989-10-25,1,Brasileira,RIO DE JANEIRO,Casado(a),8.514,santa rosa,niteroi,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2013-04-10,1.0,2013.1,2013.0,2008.2,2008.0,Niterói/São Gonçalo,18.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,4.5,9.59
M,1988-11-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.625,andaraí,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2011-09-29,2.0,2011.2,2011.0,2006.2,2006.0,Zona Norte,17.0,22.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,1.5,5.0,9.2
M,1988-11-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.0346,laranjeiras,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2016-03-30,1.0,2016.1,2016.0,2008.2,2008.0,Zona Sul,19.0,27.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.0,7.5,2.99
F,1990-11-25,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.0454,ramos,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2023-12-16,2.0,2023.2,2023.0,2019.2,2019.0,Zona Norte,28.0,32.0,Ampla Concorrencia,CON - Curso concluído,Concluído,9.0,4.0,14.44
M,1992-11-25,1,Brasileira,ITAPEMIRIM,Solteiro(a),0.6454,zumbi,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,2.0,2012-05-15,1.0,2012.1,2012.0,2011.2,2011.0,Zona Norte,18.0,19.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.5,0.5,14.73
M,2003-11-25,1,Brasileira,RECIFE,Solteiro(a),7.684,engenho de dentro,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,2.0,,,,,2023.2,2023.0,Zona Norte,19.0,,Cotas,Sem evasão,Cursando,7.5,,14.39
F,1974-01-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.1954,centro,rio de janeiro,Rio de Janeiro,EN - ENEM,CAN - Cancelamento Geral do curso,2008/1,2.0,2012-01-23,1.0,2012.1,2012.0,2011.2,2011.0,Centro,37.0,37.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,3.0,0.5,23.57
F,1990-01-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.5373,jardim america,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2011-09-27,2.0,2011.2,2011.0,2007.2,2007.0,Zona Norte,17.0,21.0,Ampla Concorrencia,CON - Curso concluído,Concluído,9.5,4.0,22.55
M,1994-01-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.7556,botafogo,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2019-05-20,2.0,2018.2,2018.0,2013.1,2013.0,Zona Sul,18.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,5.49,1.37
M,1993-02-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.2331,piabeta,mage,Rio de Janeiro,EN - ENEM,Sem evasão,2008/1,2.0,,,,,2012.2,2012.0,Baixada Fluminense,19.0,,Ampla Concorrencia,Sem evasão,Cursando,5.0,,38.04
M,1993-02-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.297,vigario geral,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2021-04-21,1.0,2020.1,2020.0,2013.2,2013.0,Zona Norte,20.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,6.5,21.63
M,1999-02-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.0081,bonsucesso,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2018.1,2018.0,Zona Norte,18.0,,Ampla Concorrencia,Sem evasão,Cursando,6.0,,13.11
M,1991-03-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.8184,mutua,sao goncalo,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2015-03-17,1.0,2015.1,2015.0,2009.1,2009.0,Niterói/São Gonçalo,17.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.0,6.0,20.31
M,1991-03-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,vila brasil,itaborai,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",JUB - Jubilamento,2008/1,1.0,2016-06-24,1.0,2016.1,2016.0,2015.1,2015.0,Niterói/São Gonçalo,23.0,24.0,Cotas,JUB - Jubilamento,Evasão,0.0,1.0,31.03
M,1995-03-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.7499,barreto,niteroi,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Índio",CON - Curso concluído,2008/1,2.0,2022-04-12,1.0,2021.1,2021.0,2015.2,2015.0,Niterói/São Gonçalo,20.0,25.0,Cotas,CON - Curso concluído,Concluído,6.5,5.51,12.06
M,1999-03-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.33,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2022.1,2022.0,Zona Sul,22.0,,Ampla Concorrencia,Sem evasão,Cursando,7.5,,2.59
F,1962-04-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.0,copacabana,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,2.0,,,,,2020.2,2020.0,Zona Sul,58.0,,Cotas,Sem evasão,Cursando,9.0,,2.59
M,1981-04-26,1,Brasileira,SÃO PAULO,Solteiro(a),0.0,botafogo,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2011-07-15,1.0,2011.1,2011.0,2009.1,2009.0,Zona Sul,27.0,29.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,2.0,1.37
M,1997-04-26,0,,,,0.1818,flamengo,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,ABA - Abandono do curso,2008/1,1.0,2018-10-18,2.0,2018.2,2018.0,2018.1,2018.0,Zona Sul,20.0,21.0,Cotas,ABA - Abandono do curso,Evasão,0.0,0.5,2.33
M,1981-05-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.2437,maracana,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2015-10-22,2.0,2015.2,2015.0,2007.2,2007.0,Zona Norte,26.0,34.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.0,8.0,7.97
M,1987-05-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.2333,ufrrj,rio de janeiro,Rio de Janeiro,VE - Vestibular,CAN - Cancelamento Geral do curso,2008/1,1.0,2011-06-10,1.0,2011.1,2011.0,2005.1,2005.0,Outros,17.0,23.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,5.0,6.0,56.49
M,1987-05-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,sao francisco xavier,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2009-04-16,1.0,2009.1,2009.0,2008.2,2008.0,Zona Norte,21.0,21.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,0.5,9.52
M,1989-05-26,1,Brasileira,NOVA FRIBURGO,Solteiro(a),6.1123,botafogo,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2017-02-13,1.0,2017.1,2017.0,2009.1,2009.0,Zona Sul,19.0,27.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.0,8.0,1.37
F,1992-05-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.4018,icarai,niteroi,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2014-08-06,2.0,2014.2,2014.0,2010.1,2010.0,Niterói/São Gonçalo,17.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,4.5,8.44
F,2005-05-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.046,pechincha,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2023.2,2023.0,Zona Oeste,18.0,,Ampla Concorrencia,Sem evasão,Cursando,9.0,,19.22
F,1991-07-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.2993,gavea,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2014-03-10,1.0,2014.1,2014.0,2009.2,2009.0,Zona Sul,17.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,4.5,7.82
M,1995-07-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.4539,maria da graca,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2021-07-06,1.0,2020.1,2020.0,2016.1,2016.0,Zona Norte,20.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.5,4.0,12.6
M,1999-07-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.1558,raul veiga,sao goncalo,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2023-02-11,1.0,2023.1,2023.0,2018.2,2018.0,Niterói/São Gonçalo,18.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,4.5,22.53
M,2002-07-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.6512,laranjeiras,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2020.1,2020.0,Zona Sul,17.0,,Ampla Concorrencia,Sem evasão,Cursando,4.5,,2.99
M,2005-07-26,1,Brasileira,DUQUE DE CAXIAS,Solteiro(a),0.0,olavo bilac,duque de caxias,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2023.2,2023.0,Baixada Fluminense,17.0,,Ampla Concorrencia,Sem evasão,Cursando,0.0,,26.28
M,1979-08-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.8819,quintino bocaiuva,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",CAN - Cancelamento Geral do curso,2008/1,2.0,2023-10-27,2.0,2023.2,2023.0,2015.2,2015.0,Zona Norte,35.0,43.0,Cotas,CAN - Cancelamento Geral do curso,Evasão,4.0,8.0,17.39
M,1996-08-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.7891,inhaúma,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2014.2,2014.0,Zona Norte,17.0,,Ampla Concorrencia,Sem evasão,Cursando,5.0,,14.87
M,2002-08-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.1157,rocha,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2021.1,2021.0,Zona Norte,18.0,,Ampla Concorrencia,Sem evasão,Cursando,8.0,,10.26
F,2003-08-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.7666,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2023.1,2023.0,Zona Oeste,19.0,,Ampla Concorrencia,Sem evasão,Cursando,8.0,,31.12
M,1987-09-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.731,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2005/2,1.0,2009-02-19,1.0,2009.1,2009.0,2005.1,2005.0,Zona Norte,17.0,21.0,Ampla Concorrencia,CON - Curso concluído,Concluído,9.5,4.0,7.39
M,1999-10-26,101,Brasileira Naturalizada(o),CHILE,Solteiro(a),7.2035,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2016.1,2016.0,Zona Sul,16.0,,Ampla Concorrencia,Sem evasão,Cursando,7.0,,2.59
M,1996-11-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.047,meier,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2022-06-23,2.0,2021.2,2021.0,2016.1,2016.0,Zona Norte,19.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.0,5.5,12.84
M,1984-12-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.1739,ilha do governador,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2011-07-15,1.0,2011.1,2011.0,2005.1,2005.0,Zona Norte,20.0,26.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,6.0,17.37
F,1986-12-26,1,Brasileira,NITERÓI,Solteiro(a),6.0762,sao francisco,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2015-03-17,1.0,2015.1,2015.0,2007.1,2007.0,Niterói/São Gonçalo,20.0,28.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.0,8.0,103.45
M,1990-12-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.1134,marechal hermes,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2016-08-29,2.0,2016.2,2016.0,2013.1,2013.0,Zona Norte,22.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,3.5,23.24
M,1999-12-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.5514,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2023/2,1.0,,,,,2019.1,2019.0,Zona Oeste,19.0,,Cotas,Sem evasão,Cursando,7.5,,31.12
F,2004-12-26,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.073,meier,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2023.2,2023.0,Zona Norte,18.0,,Ampla Concorrencia,Sem evasão,Cursando,9.0,,12.84
M,1981-01-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.5614,lagoa,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2015-10-27,2.0,2015.2,2015.0,2013.1,2013.0,Zona Sul,31.0,34.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,2.49,3.66
M,1993-01-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.982,ilha do governador,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2008/1,1.0,,,,,2016.1,2016.0,Zona Norte,22.0,,Cotas,Sem evasão,Cursando,7.0,,17.37
F,1998-01-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.4894,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2016.2,2016.0,Zona Oeste,18.0,,Ampla Concorrencia,Sem evasão,Cursando,7.5,,31.12
M,1989-02-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.3888,madureira,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2014-08-06,2.0,2014.2,2014.0,2008.1,2008.0,Zona Norte,18.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.5,6.5,19.61
M,1993-02-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.7316,taquara,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2018-09-17,1.0,2018.1,2018.0,2013.2,2013.0,Zona Oeste,20.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,4.5,22.51
F,1995-02-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.2443,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2021-04-21,1.0,2020.1,2020.0,2014.1,2014.0,Zona Sul,18.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.0,6.0,2.59
M,2001-02-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.5666,meier,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2019.2,2019.0,Zona Norte,18.0,,Ampla Concorrencia,Sem evasão,Cursando,8.5,,12.84
M,1989-03-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.7383,botafogo,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2014-08-06,2.0,2014.2,2014.0,2008.2,2008.0,Zona Sul,19.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,6.0,1.37
M,2003-03-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.1978,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,2.0,,,,,2023.2,2023.0,Zona Oeste,20.0,,Cotas,Sem evasão,Cursando,9.0,,31.12
M,1986-04-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,bancários,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,JUB - Jubilamento,2008/1,2.0,2016-06-24,1.0,2016.1,2016.0,2015.2,2015.0,Zona Norte,29.0,29.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.0,0.5,18.02
M,1990-04-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.2317,prata,belford roxo,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2016-03-07,1.0,2016.1,2016.0,2011.2,2011.0,Baixada Fluminense,21.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,4.5,32.8
F,1998-04-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.2726,tijuca,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2020-10-02,2.0,2019.2,2019.0,2016.1,2016.0,Zona Norte,17.0,21.0,Ampla Concorrencia,CON - Curso concluído,Concluído,9.5,3.5,7.39
M,1987-05-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.4832,bancários,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,1.0,2023-07-21,1.0,2023.1,2023.0,2011.1,2011.0,Zona Norte,23.0,35.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,3.5,12.0,18.02
M,1991-05-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.5,curicica,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2015.1,2015.0,Zona Oeste,23.0,,Ampla Concorrencia,Sem evasão,Cursando,4.5,,22.49
M,2003-05-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.3023,jacarepagua,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2021.1,2021.0,Zona Oeste,17.0,,Ampla Concorrencia,Sem evasão,Cursando,8.5,,20.9
M,1989-06-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.6004,cascadura,rio de janeiro,Rio de Janeiro,VE - Vestibular,JUB - Jubilamento,2008/1,1.0,2017-08-21,2.0,2017.2,2017.0,2008.1,2008.0,Zona Norte,18.0,28.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,7.5,9.5,18.19
M,1996-06-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.9834,humaitá,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2015.2,2015.0,Zona Sul,19.0,,Ampla Concorrencia,Sem evasão,Cursando,7.0,,3.33
M,1998-06-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.1568,cascadura,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,CON - Curso concluído,2008/1,1.0,2020-10-02,2.0,2019.2,2019.0,2016.1,2016.0,Zona Norte,17.0,21.0,Cotas,CON - Curso concluído,Concluído,8.0,3.5,18.19
M,1987-07-27,1,Brasileira,RECIFE,Solteiro(a),3.5558,piedade,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2015-03-17,1.0,2015.1,2015.0,2005.1,2005.0,Zona Norte,17.0,27.0,Ampla Concorrencia,CON - Curso concluído,Concluído,3.5,10.0,16.17
M,1992-07-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.3181,ilha do governador,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,1.0,2013-08-23,1.0,2013.1,2013.0,2012.1,2012.0,Zona Norte,19.0,20.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.5,1.0,17.37
M,1997-07-27,1,Brasileira,DUQUE DE CAXIAS,Solteiro(a),6.3,vila leopoldina,duque de caxias,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2023/2,1.0,,,,,2020.1,2020.0,Baixada Fluminense,22.0,,Cotas,Sem evasão,Cursando,6.5,,26.06
M,2001-07-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.9228,meier,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2021.1,2021.0,Zona Norte,19.0,,Ampla Concorrencia,Sem evasão,Cursando,9.0,,12.84
M,2002-07-27,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.8318,centro,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,1.0,,,,,2023.1,2023.0,Centro,20.0,,Cotas,Sem evasão,Cursando,7.0,,23.57
